Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,Day_Of_Week,Year,Month,Day,Hour,Minute,WeekStatus_Weekend,Load_Type
55.58,35.1,0,0.03,84.55,100,54000,4,2018,10,4,15,0,0,2
50.8,28.87,0,0.02,86.94,100,54900,4,2018,10,4,15,15,0,2
49.39,25.09,0,0.02,89.16,100,55800,4,2018,10,4,15,30,0,2
64.19,39.2,0,0.03,85.34,100,56700,4,2018,10,4,15,45,0,2
63.86,45.58,0,0.03,81.39,100,57600,4,2018,10,4,16,0,0,2
62.5,38.02,0,0.03,85.43,100,58500,4,2018,10,4,16,15,0,2
59.26,37.66,0,0.03,84.4,100,59400,4,2018,10,4,16,30,0,2
75.2,51.84,0,0.03,82.33,100,60300,4,2018,10,4,16,45,0,2
51.95,32.72,0,0.02,84.62,100,61200,4,2018,10,4,17,0,0,2
51.84,25.27,0,0.02,89.89,100,36900,5,2018,10,5,10,15,0,2
50.72,20.95,0,0.02,92.43,100,37800,5,2018,10,5,10,30,0,2
55.62,26.17,0,0.03,90.48,100,38700,5,2018,10,5,10,45,0,2
58,27.11,0,0.03,90.59,100,39600,5,2018,10,5,11,0,0,2
57.24,25.74,0,0.03,91.2,100,40500,5,2018,10,5,11,15,0,2
51.48,24.19,0,0.02,90.51,100,41400,5,2018,10,5,11,30,0,2
59.51,30.56,0,0.03,88.96,100,42300,5,2018,10,5,11,45,0,2
47.27,28.48,0.07,0.02,85.65,100,43200,5,2018,10,5,12,0,0,2
33.84,15.37,5,0.02,91.05,98.93,47700,5,2018,10,5,13,15,0,2
59.65,34.06,0,0.03,86.84,100,48600,5,2018,10,5,13,30,0,2
54.79,28.19,0,0.03,88.92,100,49500,5,2018,10,5,13,45,0,2
54.22,28.62,0,0.02,88.44,100,50400,5,2018,10,5,14,0,0,2
53.35,25.7,0,0.02,90.09,100,51300,5,2018,10,5,14,15,0,2
56.23,30.38,0,0.03,87.98,100,52200,5,2018,10,5,14,30,0,2
56.2,28.66,0,0.03,89.08,100,53100,5,2018,10,5,14,45,0,2
41.98,22.03,0,0.02,88.55,100,54000,5,2018,10,5,15,0,0,2
43.27,29.05,0,0.02,83.02,100,54900,5,2018,10,5,15,15,0,2
44.86,26.42,0,0.02,86.17,100,55800,5,2018,10,5,15,30,0,2
50.22,22.39,0,0.02,91.33,100,56700,5,2018,10,5,15,45,0,2
51.73,22.97,0,0.02,91.39,100,57600,5,2018,10,5,16,0,0,2
50.4,22.1,0,0.02,91.58,100,58500,5,2018,10,5,16,15,0,2
48.42,21.1,0,0.02,91.67,100,59400,5,2018,10,5,16,30,0,2
46.04,19.98,0,0.02,91.73,100,60300,5,2018,10,5,16,45,0,2
46.98,23.4,0,0.02,89.51,100,61200,5,2018,10,5,17,0,0,2
45.61,23.8,0,0.02,88.66,100,36900,6,2018,10,6,10,15,1,2
60.95,39.56,0,0.03,83.88,100,37800,6,2018,10,6,10,30,1,2
52.09,34.52,0,0.02,83.36,100,38700,6,2018,10,6,10,45,1,2
42.91,23.44,0,0.02,87.76,100,39600,6,2018,10,6,11,0,1,2
41.65,23.58,0,0.02,87.02,100,40500,6,2018,10,6,11,15,1,2
41.54,21.71,0,0.02,88.63,100,41400,6,2018,10,6,11,30,1,2
45.11,26.96,0,0.02,85.84,100,42300,6,2018,10,6,11,45,1,2
40.54,26.96,0.4,0.02,83.27,100,43200,6,2018,10,6,12,0,1,2
40.14,14.9,0.97,0.02,93.75,99.97,47700,6,2018,10,6,13,15,1,2
75.85,47.66,0,0.03,84.67,100,48600,6,2018,10,6,13,30,1,2
97.38,45.22,0,0.04,90.7,100,49500,6,2018,10,6,13,45,1,2
105.12,47.63,0,0.05,91.09,100,50400,6,2018,10,6,14,0,1,2
61.49,28.3,0,0.03,90.84,100,51300,6,2018,10,6,14,15,1,2
112.1,50.54,0,0.05,91.16,100,52200,6,2018,10,6,14,30,1,2
105.26,43.6,0,0.05,92.39,100,53100,6,2018,10,6,14,45,1,2
108.29,53.71,0,0.05,89.59,100,54000,6,2018,10,6,15,0,1,2
104.47,41.83,0,0.05,92.83,100,54900,6,2018,10,6,15,15,1,2
99.22,46.8,0,0.05,90.44,100,55800,6,2018,10,6,15,30,1,2
108.43,43.2,0,0.05,92.9,100,56700,6,2018,10,6,15,45,1,2
78.44,42.37,0,0.04,87.98,100,57600,6,2018,10,6,16,0,1,2
103.32,41.04,0,0.05,92.94,100,58500,6,2018,10,6,16,15,1,2
102.96,49.14,0,0.05,90.25,100,59400,6,2018,10,6,16,30,1,2
103.03,40.03,0,0.05,93.21,100,60300,6,2018,10,6,16,45,1,2
84.56,33.62,0,0.04,92.92,100,61200,6,2018,10,6,17,0,1,2
72.54,47.41,0,0.03,83.71,100,36900,1,2018,10,8,10,15,0,2
105.88,60.73,0,0.05,86.74,100,37800,1,2018,10,8,10,30,0,2
103.25,49.64,0,0.05,90.13,100,38700,1,2018,10,8,10,45,0,2
85.82,44.82,0,0.04,88.64,100,39600,1,2018,10,8,11,0,0,2
112.93,52.81,0,0.05,90.58,100,40500,1,2018,10,8,11,15,0,2
87.7,43.45,0,0.04,89.61,100,41400,1,2018,10,8,11,30,0,2
111.2,53.71,0,0.05,90.05,100,42300,1,2018,10,8,11,45,0,2
92.27,51.73,0,0.04,87.23,100,43200,1,2018,10,8,12,0,0,2
62.53,26.53,1.44,0.03,92.06,99.97,47700,1,2018,10,8,13,15,0,2
98.42,49.82,0,0.05,89.22,100,48600,1,2018,10,8,13,30,0,2
95.15,51.23,0,0.04,88.05,100,49500,1,2018,10,8,13,45,0,2
102.64,50.04,0,0.05,89.89,100,50400,1,2018,10,8,14,0,0,2
109.33,61.7,0,0.05,87.09,100,51300,1,2018,10,8,14,15,0,2
106.7,50.54,0,0.05,90.37,100,52200,1,2018,10,8,14,30,0,2
111.92,54.22,0,0.05,90,100,53100,1,2018,10,8,14,45,0,2
73.19,46.04,0,0.03,84.65,100,54000,1,2018,10,8,15,0,0,2
112.18,54.61,0,0.05,89.91,100,54900,1,2018,10,8,15,15,0,2
94.93,42.37,0,0.04,91.32,100,55800,1,2018,10,8,15,30,0,2
103.32,54.11,0,0.05,88.59,100,56700,1,2018,10,8,15,45,0,2
107.46,49.5,0,0.05,90.83,100,57600,1,2018,10,8,16,0,0,2
87.84,43.78,0,0.04,89.5,100,58500,1,2018,10,8,16,15,0,2
111.56,49.14,0,0.05,91.52,100,59400,1,2018,10,8,16,30,0,2
94.68,48.42,0,0.04,89.03,100,60300,1,2018,10,8,16,45,0,2
107.68,48.64,0,0.05,91.13,100,61200,1,2018,10,8,17,0,0,2
56.81,39.46,0,0.03,82.13,100,36900,2,2018,10,9,10,15,0,2
55.4,33.7,0,0.03,85.43,100,37800,2,2018,10,9,10,30,0,2
49.72,27.86,0,0.02,87.24,100,38700,2,2018,10,9,10,45,0,2
67.1,44.21,0,0.03,83.5,100,39600,2,2018,10,9,11,0,0,2
47.66,24.73,0,0.02,88.76,100,40500,2,2018,10,9,11,15,0,2
61.16,37.76,0,0.03,85.09,100,41400,2,2018,10,9,11,30,0,2
65.66,44.96,0,0.03,82.51,100,42300,2,2018,10,9,11,45,0,2
54.76,41.62,0,0.03,79.61,100,43200,2,2018,10,9,12,0,0,2
32.29,14.9,4.18,0.01,90.8,99.17,47700,2,2018,10,9,13,15,0,2
61.7,38.05,0,0.03,85.12,100,48600,2,2018,10,9,13,30,0,2
49.43,24.59,0,0.02,89.53,100,49500,2,2018,10,9,13,45,0,2
73.08,48.89,0,0.03,83.12,100,50400,2,2018,10,9,14,0,0,2
58,32.36,0,0.03,87.33,100,51300,2,2018,10,9,14,15,0,2
66.17,49.57,0,0.03,80.03,100,52200,2,2018,10,9,14,30,0,2
56.16,32.11,0,0.03,86.81,100,53100,2,2018,10,9,14,45,0,2
70.74,32.26,0,0.03,90.99,100,54000,2,2018,10,9,15,0,0,2
81.58,42.7,0,0.04,88.6,100,54900,2,2018,10,9,15,15,0,2
93.2,45.58,0,0.04,89.83,100,55800,2,2018,10,9,15,30,0,2
86.8,56.34,0,0.04,83.88,100,56700,2,2018,10,9,15,45,0,2
85.1,38.3,0,0.04,91.19,100,57600,2,2018,10,9,16,0,0,2
93.06,44.6,0,0.04,90.18,100,58500,2,2018,10,9,16,15,0,2
117.4,62.35,0,0.05,88.32,100,59400,2,2018,10,9,16,30,0,2
93.78,51.16,0,0.04,87.79,100,60300,2,2018,10,9,16,45,0,2
68.72,43.13,0,0.03,84.7,100,61200,2,2018,10,9,17,0,0,2
99.4,44.06,0,0.05,91.42,100,36900,3,2018,10,10,10,15,0,2
119.59,57.2,0,0.05,90.21,100,37800,3,2018,10,10,10,30,0,2
81.5,43.85,0,0.04,88.06,100,38700,3,2018,10,10,10,45,0,2
120.82,59.15,0,0.06,89.81,100,39600,3,2018,10,10,11,0,0,2
90.5,48.89,0,0.04,87.98,100,40500,3,2018,10,10,11,15,0,2
120.74,58.32,0,0.06,90.05,100,41400,3,2018,10,10,11,30,0,2
93.74,36.18,0,0.04,93.29,100,42300,3,2018,10,10,11,45,0,2
39.78,21.96,3.82,0.02,87.55,99.54,43200,3,2018,10,10,12,0,0,2
63.14,23.9,1.62,0.03,93.52,99.97,47700,3,2018,10,10,13,15,0,2
97.31,39.56,0,0.04,92.64,100,48600,3,2018,10,10,13,30,0,2
87.44,34.34,0,0.04,93.08,100,49500,3,2018,10,10,13,45,0,2
84.13,33.8,0,0.04,92.79,100,50400,3,2018,10,10,14,0,0,2
113.15,43.67,0,0.05,93.29,100,51300,3,2018,10,10,14,15,0,2
58.5,23.8,0,0.03,92.63,100,52200,3,2018,10,10,14,30,0,2
48.67,21.38,0,0.02,91.56,100,53100,3,2018,10,10,14,45,0,2
60.16,29.12,0,0.03,90.01,100,54000,3,2018,10,10,15,0,0,2
62.57,37.37,0,0.03,85.85,100,54900,3,2018,10,10,15,15,0,2
50.29,23.22,0,0.02,90.79,100,55800,3,2018,10,10,15,30,0,2
111.71,57.42,0,0.05,88.94,100,56700,3,2018,10,10,15,45,0,2
105.52,38.3,0,0.05,94,100,57600,3,2018,10,10,16,0,0,2
86.15,32.94,0,0.04,93.41,100,58500,3,2018,10,10,16,15,0,2
101.52,37.62,0,0.05,93.77,100,59400,3,2018,10,10,16,30,0,2
79.45,35.96,0,0.04,91.1,100,60300,3,2018,10,10,16,45,0,2
114.16,54.76,0,0.05,90.16,100,61200,3,2018,10,10,17,0,0,2
99.97,52.49,0,0.05,88.54,100,36900,4,2018,10,11,10,15,0,2
101.48,50.36,0,0.05,89.58,100,37800,4,2018,10,11,10,30,0,2
119.77,55.84,0,0.05,90.63,100,38700,4,2018,10,11,10,45,0,2
102.1,54.29,0,0.05,88.29,100,39600,4,2018,10,11,11,0,0,2
85.68,41.62,0,0.04,89.95,100,41400,4,2018,10,11,11,30,0,2
99.47,50.65,0,0.05,89.11,100,42300,4,2018,10,11,11,45,0,2
110.52,60.98,0,0.05,87.56,100,43200,4,2018,10,11,12,0,0,2
36.97,17.21,3.35,0.02,90.66,99.59,47700,4,2018,10,11,13,15,0,2
65.02,37.62,0,0.03,86.56,100,48600,4,2018,10,11,13,30,0,2
51.19,27.25,0,0.02,88.27,100,49500,4,2018,10,11,13,45,0,2
56.99,31,0,0.03,87.84,100,50400,4,2018,10,11,14,0,0,2
50.72,29.88,0,0.02,86.16,100,51300,4,2018,10,11,14,15,0,2
37.04,15.01,0,0.02,92.68,100,52200,4,2018,10,11,14,30,0,2
35.68,11.77,0,0.02,94.97,100,53100,4,2018,10,11,14,45,0,2
41.8,19.4,0,0.02,90.71,100,54000,4,2018,10,11,15,0,0,2
45.79,24.8,0,0.02,87.93,100,54900,4,2018,10,11,15,15,0,2
49.36,29.84,0,0.02,85.58,100,55800,4,2018,10,11,15,30,0,2
65.27,49.28,0,0.03,79.81,100,56700,4,2018,10,11,15,45,0,2
62.82,35.64,0,0.03,86.98,100,57600,4,2018,10,11,16,0,0,2
59.76,41.69,0,0.03,82.01,100,58500,4,2018,10,11,16,15,0,2
44.24,21.02,0,0.02,90.32,100,59400,4,2018,10,11,16,30,0,2
57.06,32.15,0,0.03,87.12,100,60300,4,2018,10,11,16,45,0,2
60.52,35.68,0,0.03,86.14,100,61200,4,2018,10,11,17,0,0,2
42.77,21.13,0,0.02,89.66,100,36900,5,2018,10,12,10,15,0,2
50.4,28.37,0,0.02,87.14,100,37800,5,2018,10,12,10,30,0,2
62.78,41.58,0,0.03,83.37,100,38700,5,2018,10,12,10,45,0,2
51.34,27.43,0,0.02,88.2,100,39600,5,2018,10,12,11,0,0,2
53.75,30.89,0,0.02,86.7,100,40500,5,2018,10,12,11,15,0,2
48.6,25.38,0,0.02,88.64,100,41400,5,2018,10,12,11,30,0,2
58.39,38.16,0,0.03,83.71,100,42300,5,2018,10,12,11,45,0,2
47.92,33.26,0.54,0.02,82.15,99.99,43200,5,2018,10,12,12,0,0,2
36.86,17.6,4.79,0.02,90.24,99.17,47700,5,2018,10,12,13,15,0,2
60.05,37.84,0,0.03,84.6,100,48600,5,2018,10,12,13,30,0,2
53.6,31.72,0,0.02,86.06,100,49500,5,2018,10,12,13,45,0,2
50.08,28.62,0,0.02,86.82,100,50400,5,2018,10,12,14,0,0,2
39.17,11.56,0,0.02,95.91,100,51300,5,2018,10,12,14,15,0,2
55.87,27.32,0,0.03,89.83,100,52200,5,2018,10,12,14,30,0,2
53.93,25.52,0,0.02,90.39,100,53100,5,2018,10,12,14,45,0,2
44.64,20.84,0,0.02,90.61,100,54000,5,2018,10,12,15,0,0,2
44.06,21.71,0,0.02,89.7,100,54900,5,2018,10,12,15,15,0,2
44.32,19.33,0,0.02,91.66,100,55800,5,2018,10,12,15,30,0,2
67.07,45.04,0,0.03,83.02,100,56700,5,2018,10,12,15,45,0,2
45.11,22.54,0,0.02,89.45,100,57600,5,2018,10,12,16,0,0,2
47.99,27.29,0,0.02,86.93,100,58500,5,2018,10,12,16,15,0,2
47.2,26.32,0,0.02,87.34,100,59400,5,2018,10,12,16,30,0,2
46.4,23.29,0,0.02,89.37,100,60300,5,2018,10,12,16,45,0,2
51.3,32.33,0,0.02,84.6,100,61200,5,2018,10,12,17,0,0,2
43.92,14.29,0,0.02,95.09,100,36900,6,2018,10,13,10,15,1,2
45.14,14.65,0,0.02,95.12,100,37800,6,2018,10,13,10,30,1,2
43.13,13.18,0,0.02,95.63,100,38700,6,2018,10,13,10,45,1,2
38.66,10.44,0.07,0.02,96.54,100,39600,6,2018,10,13,11,0,1,2
40.39,11.52,0,0.02,96.16,100,40500,6,2018,10,13,11,15,1,2
43.13,13.64,0,0.02,95.35,100,41400,6,2018,10,13,11,30,1,2
42.98,15.44,0,0.02,94.11,100,42300,6,2018,10,13,11,45,1,2
41.22,21.49,0.47,0.02,88.67,99.99,43200,6,2018,10,13,12,0,1,2
44.53,17.71,0,0.02,92.92,100,48600,6,2018,10,13,13,30,1,2
43.31,18.94,0,0.02,91.62,100,49500,6,2018,10,13,13,45,1,2
39.71,16.27,0,0.02,92.53,100,50400,6,2018,10,13,14,0,1,2
43.88,20.66,0,0.02,90.47,100,51300,6,2018,10,13,14,15,1,2
66.82,38.81,0,0.03,86.47,100,52200,6,2018,10,13,14,30,1,2
55.73,25.6,0,0.03,90.87,100,53100,6,2018,10,13,14,45,1,2
56.52,23.44,0,0.03,92.37,100,54000,6,2018,10,13,15,0,1,2
64.84,26.5,0,0.03,92.57,100,54900,6,2018,10,13,15,15,1,2
106.67,45.18,0,0.05,92.08,100,55800,6,2018,10,13,15,30,1,2
83.66,35.82,0,0.04,91.93,100,56700,6,2018,10,13,15,45,1,2
40.72,14.33,0,0.02,94.33,100,57600,6,2018,10,13,16,0,1,2
43.63,15.62,0,0.02,94.15,100,58500,6,2018,10,13,16,15,1,2
49.72,21.49,0,0.02,91.79,100,59400,6,2018,10,13,16,30,1,2
87.12,40.86,0,0.04,90.54,100,36900,1,2018,10,15,10,15,0,2
117.79,54.9,0,0.05,90.64,100,37800,1,2018,10,15,10,30,0,2
86.33,42.12,0,0.04,89.87,100,38700,1,2018,10,15,10,45,0,2
123.98,61.45,0,0.06,89.6,100,39600,1,2018,10,15,11,0,0,2
103.25,53.89,0,0.05,88.65,100,40500,1,2018,10,15,11,15,0,2
125.21,62.96,0,0.06,89.34,100,41400,1,2018,10,15,11,30,0,2
102.24,57.38,0,0.05,87.2,100,42300,1,2018,10,15,11,45,0,2
98.42,55.08,0,0.05,87.26,100,43200,1,2018,10,15,12,0,0,2
56.52,22.61,5,0.03,92.85,99.61,47700,1,2018,10,15,13,15,0,2
113.08,60.98,0,0.05,88.02,100,48600,1,2018,10,15,13,30,0,2
116.28,61.49,0,0.05,88.4,100,49500,1,2018,10,15,13,45,0,2
118.73,64.4,0,0.05,87.9,100,50400,1,2018,10,15,14,0,0,2
100.15,52.34,0,0.05,88.63,100,51300,1,2018,10,15,14,15,0,2
109.4,52.81,0,0.05,90.06,100,52200,1,2018,10,15,14,30,0,2
73.26,37.66,0,0.03,88.94,100,53100,1,2018,10,15,14,45,0,2
98.35,51.12,0,0.05,88.73,100,54000,1,2018,10,15,15,0,0,2
88.13,46.55,0,0.04,88.42,100,55800,1,2018,10,15,15,30,0,2
105.44,45.79,0,0.05,91.72,100,56700,1,2018,10,15,15,45,0,2
77.98,38.2,0,0.04,89.8,100,57600,1,2018,10,15,16,0,0,2
111.2,52.49,0,0.05,90.43,100,58500,1,2018,10,15,16,15,0,2
79.96,38.59,0,0.04,90.06,100,59400,1,2018,10,15,16,30,0,2
108.32,56.38,0,0.05,88.7,100,60300,1,2018,10,15,16,45,0,2
107.46,54.29,0,0.05,89.26,100,61200,1,2018,10,15,17,0,0,2
94.75,45.18,0,0.04,90.26,100,36900,2,2018,10,16,10,15,0,2
77.69,39.24,0,0.04,89.26,100,37800,2,2018,10,16,10,30,0,2
115.16,58.68,0,0.05,89.1,100,38700,2,2018,10,16,10,45,0,2
62.17,37.62,0,0.03,85.56,100,39600,2,2018,10,16,11,0,0,2
54.61,36.25,0,0.03,83.32,100,40500,2,2018,10,16,11,15,0,2
63,48.13,0,0.03,79.46,100,41400,2,2018,10,16,11,30,0,2
64.55,44.39,0,0.03,82.4,100,42300,2,2018,10,16,11,45,0,2
44.14,30.13,0,0.02,82.59,100,43200,2,2018,10,16,12,0,0,2
34.74,18.5,4.64,0.02,88.26,99.12,47700,2,2018,10,16,13,15,0,2
71.35,52.45,0,0.03,80.57,100,48600,2,2018,10,16,13,30,0,2
54.83,33.05,0,0.03,85.64,100,49500,2,2018,10,16,13,45,0,2
63.5,49.75,0,0.03,78.72,100,50400,2,2018,10,16,14,0,0,2
70.45,47.95,0,0.03,82.67,100,51300,2,2018,10,16,14,15,0,2
56.74,40.61,0,0.03,81.32,100,52200,2,2018,10,16,14,30,0,2
64.22,46.01,0,0.03,81.29,100,53100,2,2018,10,16,14,45,0,2
57.02,34.74,0,0.03,85.4,100,54000,2,2018,10,16,15,0,0,2
59.8,47.09,0,0.03,78.57,100,54900,2,2018,10,16,15,15,0,2
59.94,42.66,0,0.03,81.47,100,55800,2,2018,10,16,15,30,0,2
68.8,48.28,0,0.03,81.86,100,56700,2,2018,10,16,15,45,0,2
56.63,37.37,0,0.03,83.46,100,57600,2,2018,10,16,16,0,0,2
58.64,45.5,0,0.03,79.01,100,58500,2,2018,10,16,16,15,0,2
59.26,41.58,0,0.03,81.86,100,59400,2,2018,10,16,16,30,0,2
69.41,52.09,0,0.03,79.98,100,60300,2,2018,10,16,16,45,0,2
65.84,46.48,0,0.03,81.69,100,61200,2,2018,10,16,17,0,0,2
69.05,34.24,0,0.03,89.59,100,36900,3,2018,10,17,10,15,0,2
69.8,35.68,0,0.03,89.04,100,37800,3,2018,10,17,10,30,0,2
106.63,52.45,0,0.05,89.73,100,38700,3,2018,10,17,10,45,0,2
127.04,60.7,0,0.06,90.23,100,39600,3,2018,10,17,11,0,0,2
107.86,57.13,0,0.05,88.37,100,40500,3,2018,10,17,11,15,0,2
121.43,63.11,0,0.06,88.73,100,41400,3,2018,10,17,11,30,0,2
53.75,33.62,0,0.02,84.78,100,42300,3,2018,10,17,11,45,0,2
53.17,41.58,0,0.02,78.77,100,43200,3,2018,10,17,12,0,0,2
47.7,26.89,0,0.02,87.11,100,48600,3,2018,10,17,13,30,0,2
45.32,23.47,0,0.02,88.8,100,49500,3,2018,10,17,13,45,0,2
56.3,39.96,0,0.03,81.55,100,50400,3,2018,10,17,14,0,0,2
71.5,48.31,0,0.03,82.86,100,51300,3,2018,10,17,14,15,0,2
58.97,41.62,0,0.03,81.7,100,52200,3,2018,10,17,14,30,0,2
74.16,49.93,0,0.03,82.95,100,53100,3,2018,10,17,14,45,0,2
60.52,43.38,0,0.03,81.28,100,54000,3,2018,10,17,15,0,0,2
46.01,26.1,0,0.02,86.98,100,54900,3,2018,10,17,15,15,0,2
66.89,42.23,0,0.03,84.56,100,55800,3,2018,10,17,15,30,0,2
67.39,48.17,0,0.03,81.35,100,56700,3,2018,10,17,15,45,0,2
51.66,31.1,0,0.02,85.67,100,57600,3,2018,10,17,16,0,0,2
41.98,23.11,0,0.02,87.6,100,58500,3,2018,10,17,16,15,0,2
48.78,30.28,0,0.02,84.96,100,59400,3,2018,10,17,16,30,0,2
68.76,44.03,0,0.03,84.21,100,60300,3,2018,10,17,16,45,0,2
49.14,26.03,0,0.02,88.37,100,61200,3,2018,10,17,17,0,0,2
39.89,13.61,0.04,0.02,94.64,100,36900,4,2018,10,18,10,15,0,2
39.64,13.5,0.04,0.02,94.66,100,37800,4,2018,10,18,10,30,0,2
37.3,10.15,0,0.02,96.49,100,38700,4,2018,10,18,10,45,0,2
54.22,30.49,0,0.02,87.16,100,39600,4,2018,10,18,11,0,0,2
51.41,30.74,0,0.02,85.83,100,40500,4,2018,10,18,11,15,0,2
49.46,30.06,0,0.02,85.46,100,41400,4,2018,10,18,11,30,0,2
55.94,33.77,0,0.03,85.61,100,42300,4,2018,10,18,11,45,0,2
49.75,29.38,0,0.02,86.11,100,43200,4,2018,10,18,12,0,0,2
33.01,16.13,4.07,0.02,89.85,99.25,47700,4,2018,10,18,13,15,0,2
60.34,38.84,0,0.03,84.09,100,48600,4,2018,10,18,13,30,0,2
128.88,64.94,0,0.06,89.3,100,49500,4,2018,10,18,13,45,0,2
90.43,50.26,0,0.04,87.41,100,50400,4,2018,10,18,14,0,0,2
53.6,37.33,0,0.02,82.06,100,51300,4,2018,10,18,14,15,0,2
60.23,44.39,0,0.03,80.5,100,52200,4,2018,10,18,14,30,0,2
61.63,44.96,0,0.03,80.79,100,53100,4,2018,10,18,14,45,0,2
68.76,46.19,0,0.03,83.01,100,54000,4,2018,10,18,15,0,0,2
66.89,49.82,0,0.03,80.2,100,54900,4,2018,10,18,15,15,0,2
64.19,45.94,0,0.03,81.32,100,55800,4,2018,10,18,15,30,0,2
89.75,54.14,0,0.04,85.63,100,56700,4,2018,10,18,15,45,0,2
65.99,53.53,0,0.03,77.66,100,57600,4,2018,10,18,16,0,0,2
90.22,53.64,0,0.04,85.96,100,58500,4,2018,10,18,16,15,0,2
68.08,44.71,0,0.03,83.59,100,59400,4,2018,10,18,16,30,0,2
71.32,44.6,0,0.03,84.79,100,60300,4,2018,10,18,16,45,0,2
63.25,41.29,0,0.03,83.74,100,61200,4,2018,10,18,17,0,0,2
51.77,27.4,0,0.02,88.38,100,36900,5,2018,10,19,10,15,0,2
52.38,31.36,0,0.02,85.8,100,37800,5,2018,10,19,10,30,0,2
50.94,28.98,0,0.02,86.92,100,38700,5,2018,10,19,10,45,0,2
52.74,31.14,0,0.02,86.11,100,39600,5,2018,10,19,11,0,0,2
57.67,34.6,0,0.03,85.75,100,40500,5,2018,10,19,11,15,0,2
52.38,29.34,0,0.02,87.25,100,41400,5,2018,10,19,11,30,0,2
42.08,20.27,0,0.02,90.09,100,42300,5,2018,10,19,11,45,0,2
37.26,22.93,1.51,0.02,85.17,99.92,43200,5,2018,10,19,12,0,0,2
26.21,7.88,3.28,0.01,95.77,99.23,47700,5,2018,10,19,13,15,0,2
51.26,28.4,0,0.02,87.47,100,48600,5,2018,10,19,13,30,0,2
53.39,31.61,0,0.02,86.05,100,49500,5,2018,10,19,13,45,0,2
49.1,32.8,0,0.02,83.15,100,50400,5,2018,10,19,14,0,0,2
64.19,51.01,0,0.03,78.29,100,51300,5,2018,10,19,14,15,0,2
57.38,37.87,0,0.03,83.46,100,52200,5,2018,10,19,14,30,0,2
54.36,32.62,0,0.02,85.75,100,53100,5,2018,10,19,14,45,0,2
56.63,35.46,0,0.03,84.76,100,54000,5,2018,10,19,15,0,0,2
62.5,30.92,0,0.03,89.63,100,54900,5,2018,10,19,15,15,0,2
89.68,58.18,0,0.04,83.89,100,55800,5,2018,10,19,15,30,0,2
61.42,40.46,0,0.03,83.51,100,56700,5,2018,10,19,15,45,0,2
99.36,63.68,0,0.05,84.19,100,57600,5,2018,10,19,16,0,0,2
88.49,54.18,0,0.04,85.28,100,58500,5,2018,10,19,16,15,0,2
89.86,55.04,0,0.04,85.28,100,59400,5,2018,10,19,16,30,0,2
56.66,36.4,0,0.03,84.13,100,60300,5,2018,10,19,16,45,0,2
56.95,35.17,0,0.03,85.08,100,61200,5,2018,10,19,17,0,0,2
45.22,20.27,0,0.02,91.25,100,36900,6,2018,10,20,10,15,1,2
59.18,31.61,0,0.03,88.21,100,37800,6,2018,10,20,10,30,1,2
71.42,31.32,0,0.03,91.58,100,38700,6,2018,10,20,10,45,1,2
95.62,52.02,0,0.04,87.84,100,39600,6,2018,10,20,11,0,1,2
59.98,26.06,0,0.03,91.72,100,40500,6,2018,10,20,11,15,1,2
64.26,37.3,0,0.03,86.49,100,41400,6,2018,10,20,11,30,1,2
60.08,35.53,0,0.03,86.07,100,42300,6,2018,10,20,11,45,1,2
28.73,17.35,4.9,0.01,85.6,98.58,43200,6,2018,10,20,12,0,1,2
62.96,25.92,0,0.03,92.47,100,48600,6,2018,10,20,13,30,1,2
104.44,46.4,0,0.05,91.39,100,49500,6,2018,10,20,13,45,1,2
66.35,26.24,0,0.03,92.99,100,50400,6,2018,10,20,14,0,1,2
80.96,40.72,0,0.04,89.34,100,51300,6,2018,10,20,14,15,1,2
84.49,37.01,0,0.04,91.6,100,52200,6,2018,10,20,14,30,1,2
67.14,33.7,0,0.03,89.37,100,53100,6,2018,10,20,14,45,1,2
67.61,34.56,0,0.03,89.04,100,54000,6,2018,10,20,15,0,1,2
104.51,48.64,0,0.05,90.66,100,54900,6,2018,10,20,15,15,1,2
79.24,33.8,0,0.04,91.98,100,55800,6,2018,10,20,15,30,1,2
73.84,38.66,0,0.03,88.59,100,56700,6,2018,10,20,15,45,1,2
72.9,32.26,0,0.03,91.45,100,57600,6,2018,10,20,16,0,1,2
74.45,34.78,0,0.03,90.6,100,58500,6,2018,10,20,16,15,1,2
71.78,30.02,0,0.03,92.26,100,59400,6,2018,10,20,16,30,1,2
103.82,45.5,0,0.05,91.59,100,60300,6,2018,10,20,16,45,1,2
38.12,12.56,0,0.02,94.98,100,61200,6,2018,10,20,17,0,1,2
49.39,23.51,0,0.02,90.29,100,36900,1,2018,10,22,10,15,0,2
40.75,15.98,0,0.02,93.1,100,37800,1,2018,10,22,10,30,0,2
41.94,17.64,0,0.02,92.18,100,38700,1,2018,10,22,10,45,0,2
63.97,42.44,0,0.03,83.33,100,39600,1,2018,10,22,11,0,0,2
58.1,35.68,0,0.03,85.21,100,40500,1,2018,10,22,11,15,0,2
94,52.27,0,0.04,87.4,100,41400,1,2018,10,22,11,30,0,2
88.42,53.53,0,0.04,85.54,100,42300,1,2018,10,22,11,45,0,2
